iso,year,GDP,SOURCE_GDP,POP,SOURCE_POP,SOURCE_SH_PRIM,SOURCE_SH_SECD,SH_PRIM,SH_SECD
JPN,1832,,,31396.19336,MADDISON,,,,
SAU,1832,,,2150.280029,MADDISON_IPO,,,,
IRQ,1832,,,1209.880005,MADDISON_IPO,,,,
SDN,1832,,,5423.244629,MADDISON_IPO,,,,
GRC,1832,,,2581,MADDISON,,,,
TUN,1832,,,947.2399902,MADDISON_IPO,,,,
IRN,1832,,,7005.200195,MADDISON_IPO,,,,
KOR,1832,,,9455,MADDISON_IPO,,,,
AUTHUN,1832,,,3573,MADDISON,,,,
AFG,1832,,,3502.47998,MADDISON_IPO,,,,
HTI,1832,,,809,MADDISON_IPO,,,,
NZL,1832,,,94,MADDISON_IPO,,,,
LAO,1832,,,538.4000244,MADDISON_IPO,,,,
CAN,1832,,,1274.599976,MADDISON_IPO,,,,
FIN,1832,,,1378,MADDISON,,,,
SGP,1832,,,40.40000153,MADDISON_IPO,,,,
HND,1832,,,221,MADDISON_IPO,,,,
GTM,1832,,,697,MADDISON_IPO,,,,
SOM,1832,,,1132.732178,MADDISON_IPO,,,,
LBN,1832,,,366.5599976,MADDISON_IPO,,,,
MOZ,1832,,,2479.487061,MADDISON_IPO,,,,
MNG,1832,,,630.7600098,MADDISON_IPO,,,,
NLD,1832,43875228,GGDC,2665,MADDISON,GGDC,GGDC,23.35030556,24.28431892
DZA,1832,,,2949.879883,MADDISON_IPO,,,,
OMN,1832,,,329.7600098,MADDISON_IPO,,,,
ZAF,1832,,,1789.280029,MADDISON_IPO,,,,
IDN,1832,,,19798.02734,MADDISON,,,,
ESP,1832,137912544,ESP ALVAREZ,13216,MADDISON,,,,
DNK,1832,10206891,MITC,1276,MADDISON,,,,
NPL,1832,,,4069.399902,MADDISON_IPO,,,,
JOR,1832,,,228.7599945,MADDISON_IPO,,,,
TWN,1832,,,2080,MADDISON_IPO,,,,
CHN,1832,,,409598.25,MADDISON,,,,
POL,1832,,,11455.59961,MADDISON_IPO,,,,
PRY,1832,,,225.8000031,MADDISON_IPO,,,,
SYR,1832,,,1395.800049,MADDISON_IPO,,,,
NIC,1832,,,231.6000061,MADDISON_IPO,,,,
HUN,1832,,,4552,MADDISON_IPO,,,,
NOR,1832,7023810,NOR HIST STAT,1150,MADDISON,,,,
COL,1832,7185191.5,COL MEJIA,1549.599976,MADDISON_IPO,,,,
ROM,1832,,,7033.399902,MADDISON_IPO,,,,
ZOLL,1832,265374000,DEU FREMDLING,28535,MADDISON,,,,
VEN,1832,,,960.4000244,MADDISON_IPO,,,,
IRL,1832,,,7949,MADDISON,,,,
GBR,1832,400344160,GBR BROADBERRY,24684,MADDISON,GBR BROADBERRY,GBR BROADBERRY,22.10000038,36.40000153
AUS,1832,2400000,MITC,338,MADDISON,,,,
PER,1832,,,1590.599976,MADDISON_IPO,,,,
CHE,1832,,,2123,MADDISON,,,,
BGR,1832,,,2312.199951,MADDISON_IPO,,,,
URY,1832,,,85.80000305,MADDISON_IPO,,,,
GBRIND,1832,,,219333.6719,MADDISON,,,,
HKG,1832,,,25.20000076,MADDISON_IPO,,,,
CRI,1832,,,78.19999695,MADDISON_IPO,,,,
FRA,1832,449574400,FRA TOUTAIN,33598,MADDISON,GGDC,GGDC,44.15086365,34.06641769
CUB,1832,,,837.4000244,MADDISON_IPO,,,,
DOM,1833,,,113.6999969,MADDISON_IPO,,,,
MEX,1833,,,7052.833496,MADDISON_IPO,,,,
MNG,1833,,,631.7399902,MADDISON_IPO,,,,
CHE,1833,,,2135,MADDISON,,,,
SLV,1833,,,299.1333313,MADDISON_IPO,,,,
ZOLL,1833,254944400,DEU FREMDLING,28801,MADDISON,,,,
AUTHUN,1833,,,3590,MADDISON,,,,
BGR,1833,,,2322.633301,MADDISON_IPO,,,,
CUB,1833,,,856.7666626,MADDISON_IPO,,,,
LKA,1833,,,1648.06665,MADDISON_IPO,,,,
JAM,1833,,,400.1333313,MADDISON_IPO,,,,
IRQ,1833,,,1219.619995,MADDISON_IPO,,,,
GRC,1833,1754181.75,GRC KOSTELENOS,2605,MADDISON,GRC KOSTELENOS,GRC KOSTELENOS,83.61616516,0
PHL,1833,,,2798.266602,MADDISON_IPO,,,,
TUN,1833,,,953.2600098,MADDISON_IPO,,,,
ADEN,1833,,,2657.219971,MADDISON_IPO,,,,
HND,1833,,,228.1666718,MADDISON_IPO,,,,
CAN,1833,,,1327.400024,MADDISON_IPO,,,,
TWN,1833,,,2086.666748,MADDISON_IPO,,,,
PER,1833,,,1613.400024,MADDISON_IPO,,,,
SYR,1833,,,1400.699951,MADDISON_IPO,,,,
MMR,1833,,,3690.600098,MADDISON_IPO,,,,
FIN,1833,,,1383,MADDISON,,,,
HTI,1833,,,816.166687,MADDISON_IPO,,,,
GTM,1833,,,705.5,MADDISON_IPO,,,,
NLD,1833,38858272,GGDC,2683,MADDISON,GGDC,GGDC,21.88118172,27.19214821
BOL,1833,,,1218.733276,MADDISON_IPO,,,,
HKG,1833,,,25.63333321,MADDISON_IPO,,,,
ECU,1833,,,636.9333496,MADDISON_IPO,,,,
DNK,1833,9736205,MITC,1284,MADDISON,,,,
EGY,1833,,,4936.299805,MADDISON_IPO,,,,
OMN,1833,,,330.7399902,MADDISON_IPO,,,,
GBR,1833,385391712,GBR BROADBERRY,24937,MADDISON,GBR BROADBERRY,GBR BROADBERRY,22.10000038,36.40000153
MOZ,1833,,,2511.444336,MADDISON_IPO,,,,
LBY,1833,,,580.3305054,MADDISON_IPO,,,,
JOR,1833,,,229.7400055,MADDISON_IPO,,,,
URY,1833,,,88.3666687,MADDISON_IPO,,,,
GBRIND,1833,,,220217.5469,MADDISON,,,,
AUS,1833,2800000,MITC,349,MADDISON,,,,
BRA,1833,,,5688.700195,MADDISON_IPO,,,,
NPL,1833,,,4085.100098,MADDISON_IPO,,,,
OTTO,1833,,,10520.94043,MADDISON_IPO,,,,
LAO,1833,,,544.0999756,MADDISON_IPO,,,,
IDN,1833,,,19962.49219,MADDISON,,,,
KHM,1833,,,2155,MADDISON_IPO,,,,
MDG,1833,,,1976.743652,MADDISON_IPO,,,,
CRI,1833,,,79.46666718,MADDISON_IPO,,,,
NZL,1833,,,91,MADDISON_IPO,,,,
VNM,1833,,,7585.02002,MADDISON_IPO,,,,
VEN,1833,,,980.5999756,MADDISON_IPO,,,,
CHL,1833,11214613,CHL DIAZ,1028.349976,MADDISON,,,,
FRA,1833,442652288,FRA TOUTAIN,33718,MADDISON,GGDC,GGDC,38.50531387,39.22730255
PAN,1833,,,58.5,MADDISON_IPO,,,,
IRL,1833,,,7998,MADDISON,,,,
SWE,1833,19382056,SWE EDVINSSON,2941,MADDISON,GGDC,GGDC,41.29268646,17.00287247
PRT,1833,29731562,PRT PALMA,3552,MADDISON,,,,
CHN,1833,,,409897.6875,MADDISON,,,,
COL,1833,7333130.5,COL MEJIA,1578.233276,MADDISON_IPO,,,,
NIC,1833,,,235.3999939,MADDISON_IPO,,,,
THA,1833,,,4909.833496,MADDISON_IPO,,,,
ARG,1833,,,779.2666626,MADDISON_IPO,,,,
HUN,1833,,,4585.833496,MADDISON_IPO,,,,
TTO,1833,,,68.66666412,MADDISON_IPO,,,,
PRY,1833,,,232.6999969,MADDISON_IPO,,,,
PRI,1833,,,355.0333252,MADDISON_IPO,,,,
LBN,1833,,,369.4400024,MADDISON_IPO,,,,
SAU,1833,,,2155.219971,MADDISON_IPO,,,,
JPN,1833,,,31429.4375,MADDISON,,,,
NOR,1833,7471979.5,NOR HIST STAT,1163,MADDISON,,,,
IRN,1833,,,7042.299805,MADDISON_IPO,,,,
SDN,1833,,,5445.515137,MADDISON_IPO,,,,
POL,1833,,,11541.40039,MADDISON_IPO,,,,
ROM,1833,,,7087.100098,MADDISON_IPO,,,,
ZAF,1833,,,1809.219971,MADDISON_IPO,,,,
MYS,1833,,,392.2999878,MADDISON_IPO,,,,
ESP,1833,120406048,ESP ALVAREZ,13304,MADDISON,,,,
USA,1833,241906208,USA MEASURING,14496.23438,MADDISON,,,,
PRK,1833,,,4388.160156,MADDISON_IPO,,,,
ALB,1833,,,464.2999878,MADDISON_IPO,,,,
SOM,1833,,,1143.793213,MADDISON_IPO,,,,
DZA,1833,,,2971.620117,MADDISON_IPO,,,,
KOR,1833,,,9460,MADDISON_IPO,,,,
ITA,1833,,,21932,MADDISON,,,,
BEL,1833,,,3846,MADDISON,,,,
SGP,1833,,,41.26666641,MADDISON_IPO,,,,
USSR,1833,,,62991.83203,MADDISON_IPO,,,,
AFG,1833,,,3521.02002,MADDISON_IPO,,,,
MAR,1833,,,2971.620117,MADDISON_IPO,,,,
LAO,1834,,,549.7999878,MADDISON_IPO,,,,
ADEN,1834,,,2662.159912,MADDISON_IPO,,,,
MYS,1834,,,400.3999939,MADDISON_IPO,,,,
CUB,1834,,,876.1333618,MADDISON_IPO,,,,
KHM,1834,,,2160,MADDISON_IPO,,,,
BRA,1834,,,5779.600098,MADDISON_IPO,,,,
PRK,1834,,,4391.47998,MADDISON_IPO,,,,
TWN,1834,,,2093.333252,MADDISON_IPO,,,,
DZA,1834,,,2993.360107,MADDISON_IPO,,,,
USSR,1834,,,63624.66797,MADDISON_IPO,,,,
CRI,1834,,,80.73332977,MADDISON_IPO,,,,
BOL,1834,,,1227.866699,MADDISON_IPO,,,,
NOR,1834,8048104,NOR HIST STAT,1174,MADDISON,,,,
JPN,1834,,,31462.7168,MADDISON,,,,
GBR,1834,407203968,GBR BROADBERRY,25194,MADDISON,GBR BROADBERRY,GBR BROADBERRY,22.10000038,36.40000153
ESP,1834,115131960,ESP ALVAREZ,13392,MADDISON,,,,
SAU,1834,,,2160.159912,MADDISON_IPO,,,,
CHN,1834,,,410197.375,MADDISON,,,,
GTM,1834,,,714,MADDISON_IPO,,,,
USA,1834,262816416,USA MEASURING,14914.61719,MADDISON,,,,
ARG,1834,,,798.1333618,MADDISON_IPO,,,,
AUS,1834,3800000,MITC,354,MADDISON,,,,
FIN,1834,,,1387,MADDISON,,,,
SGP,1834,,,42.13333511,MADDISON_IPO,,,,
CAN,1834,,,1380.199951,MADDISON_IPO,,,,
COL,1834,7482280.5,COL MEJIA,1606.866699,MADDISON_IPO,,,,
EGY,1834,,,4993.399902,MADDISON_IPO,,,,
MOZ,1834,,,2543.401611,MADDISON_IPO,,,,
BGR,1834,,,2333.06665,MADDISON_IPO,,,,
TUN,1834,,,959.2800293,MADDISON_IPO,,,,
IRL,1834,,,8047,MADDISON,,,,
ROM,1834,,,7140.799805,MADDISON_IPO,,,,
ZAF,1834,,,1829.160034,MADDISON_IPO,,,,
OMN,1834,,,331.7200012,MADDISON_IPO,,,,
AUTHUN,1834,,,3608,MADDISON,,,,
PRI,1834,,,363.2666626,MADDISON_IPO,,,,
HND,1834,,,235.3333282,MADDISON_IPO,,,,
HKG,1834,,,26.06666756,MADDISON_IPO,,,,
SLV,1834,,,303.0666809,MADDISON_IPO,,,,
SDN,1834,,,5467.785645,MADDISON_IPO,,,,
JAM,1834,,,400.0666809,MADDISON_IPO,,,,
BEL,1834,,,3879,MADDISON,,,,
JOR,1834,,,230.7200012,MADDISON_IPO,,,,
IRQ,1834,,,1229.359985,MADDISON_IPO,,,,
MMR,1834,,,3704.800049,MADDISON_IPO,,,,
NLD,1834,39043416,GGDC,2707,MADDISON,GGDC,GGDC,20.40559196,28.90792274
VEN,1834,,,1000.799988,MADDISON_IPO,,,,
GRC,1834,2109172.25,GRC KOSTELENOS,2629,MADDISON,GRC KOSTELENOS,GRC KOSTELENOS,89.4362793,0
MDG,1834,,,1999.339355,MADDISON_IPO,,,,
ALB,1834,,,466.3999939,MADDISON_IPO,,,,
PRT,1834,45775752,PRT PALMA,3475,MADDISON,,,,
CHL,1834,11959272,CHL DIAZ,1049.733032,MADDISON,,,,
LKA,1834,,,1681.533325,MADDISON_IPO,,,,
HUN,1834,,,4619.666504,MADDISON_IPO,,,,
CHE,1834,,,2147,MADDISON,,,,
LBY,1834,,,583.5866699,MADDISON_IPO,,,,
IRN,1834,,,7079.399902,MADDISON_IPO,,,,
DNK,1834,9864708,MITC,1295,MADDISON,,,,
PHL,1834,,,2846.133301,MADDISON_IPO,,,,
DOM,1834,,,115.5999985,MADDISON_IPO,,,,
GBRIND,1834,,,221104.9688,MADDISON,,,,
POL,1834,,,11627.2002,MADDISON_IPO,,,,
NIC,1834,,,239.1999969,MADDISON_IPO,,,,
ECU,1834,,,647.4666748,MADDISON_IPO,,,,
HTI,1834,,,823.333313,MADDISON_IPO,,,,
NZL,1834,,,88,MADDISON_IPO,,,,
NPL,1834,,,4100.799805,MADDISON_IPO,,,,
ZOLL,1834,246258064,DEU FREMDLING,29071,MADDISON,,,,
KOR,1834,,,9465,MADDISON_IPO,,,,
PAN,1834,,,63,MADDISON_IPO,,,,
ITA,1834,,,22073,MADDISON,,,,
AFG,1834,,,3539.560059,MADDISON_IPO,,,,
PRY,1834,,,239.6000061,MADDISON_IPO,,,,
MAR,1834,,,2993.360107,MADDISON_IPO,,,,
IDN,1834,,,20128.32422,MADDISON,,,,
VNM,1834,,,7664.560059,MADDISON_IPO,,,,
SWE,1834,20249180,SWE EDVINSSON,2971,MADDISON,GGDC,GGDC,41.12044525,16.93194771
MEX,1834,,,7088.666504,MADDISON_IPO,,,,
THA,1834,,,4928.666504,MADDISON_IPO,,,,
PER,1834,,,1636.199951,MADDISON_IPO,,,,
OTTO,1834,,,10555.32031,MADDISON_IPO,,,,
TTO,1834,,,69.33333588,MADDISON_IPO,,,,
SOM,1834,,,1154.854248,MADDISON_IPO,,,,
URY,1834,,,90.93333435,MADDISON_IPO,,,,
MNG,1834,,,632.7199707,MADDISON_IPO,,,,
LBN,1834,,,372.3200073,MADDISON_IPO,,,,
FRA,1834,456215008,FRA TOUTAIN,33859,MADDISON,GGDC,GGDC,37.48521042,40.33535004
SYR,1834,,,1405.599976,MADDISON_IPO,,,,
COL,1835,7632641,COL MEJIA,1635.5,MADDISON_IPO,,,,
SOM,1835,,,1165.915161,MADDISON_IPO,,,,
KOR,1835,,,9470,MADDISON_IPO,,,,
OMN,1835,,,332.7000122,MADDISON_IPO,,,,
AFG,1835,,,3558.100098,MADDISON_IPO,,,,
SDN,1835,,,5490.055664,MADDISON_IPO,,,,
CRI,1835,,,82,MADDISON_IPO,,,,
CUB,1835,,,895.5,MADDISON_IPO,,,,
NPL,1835,,,4116.5,MADDISON_IPO,,,,
PAN,1835,,,67.5,MADDISON_IPO,,,,
BGR,1835,,,2343.5,MADDISON_IPO,,,,
BEL,1835,61133280,GGDC,3912,MADDISON,GGDC,GGDC,20.58093452,34.55026627
MAR,1835,,,3015.100098,MADDISON_IPO,,,,
PHL,1835,,,2894,MADDISON_IPO,,,,
DNK,1835,10571604,MITC,1306,MADDISON,,,,
CHN,1835,,,410497.25,MADDISON,,,,
AUS,1835,5100000,MITC,358,MADDISON,,,,
TTO,1835,,,70,MADDISON_IPO,,,,
ESP,1835,131895344,ESP ALVAREZ,13482,MADDISON,,,,
ZOLL,1835,252138480,DEU FREMDLING,29390,MADDISON,,,,
HKG,1835,,,26.5,MADDISON_IPO,,,,
DZA,1835,,,3015.100098,MADDISON_IPO,,,,
LBN,1835,,,375.2000122,MADDISON_IPO,,,,
CHE,1835,,,2159,MADDISON,,,,
MMR,1835,,,3719,MADDISON_IPO,,,,
IDN,1835,,,20295.5332,MADDISON,,,,
VEN,1835,,,1021,MADDISON_IPO,,,,
ALB,1835,,,468.5,MADDISON_IPO,,,,
SLV,1835,,,307,MADDISON_IPO,,,,
EGY,1835,,,5050.5,MADDISON_IPO,,,,
PRI,1835,,,371.5,MADDISON_IPO,,,,
ITA,1835,,,22215,MADDISON,,,,
MOZ,1835,,,2575.358887,MADDISON_IPO,,,,
SGP,1835,,,43,MADDISON_IPO,,,,
HTI,1835,,,830.5,MADDISON_IPO,,,,
KHM,1835,,,2165,MADDISON_IPO,,,,
IRL,1835,,,8096,MADDISON,,,,
AUTHUN,1835,,,3626,MADDISON,,,,
USSR,1835,,,64257.5,MADDISON_IPO,,,,
ADEN,1835,,,2667.100098,MADDISON_IPO,,,,
GTM,1835,,,722.5,MADDISON_IPO,,,,
NIC,1835,,,243,MADDISON_IPO,,,,
LAO,1835,,,555.5,MADDISON_IPO,,,,
TWN,1835,,,2100,MADDISON_IPO,,,,
MYS,1835,,,408.5,MADDISON_IPO,,,,
MNG,1835,,,633.7000122,MADDISON_IPO,,,,
PER,1835,,,1659,MADDISON_IPO,,,,
MEX,1835,,,7124.5,MADDISON_IPO,,,,
MDG,1835,,,2021.935059,MADDISON_IPO,,,,
GBR,1835,433335808,GBR BROADBERRY,25452,MADDISON,GBR BROADBERRY,GBR BROADBERRY,22.10000038,36.40000153
BRA,1835,,,5870.5,MADDISON_IPO,,,,
USA,1835,276308000,USA MEASURING,15334.04199,MADDISON,,,,
GBRIND,1835,,,221995.9688,MADDISON,,,,
CAN,1835,,,1433,MADDISON_IPO,,,,
NLD,1835,39791012,GGDC,2732,MADDISON,GGDC,GGDC,22.25899696,29.88476372
JAM,1835,,,400,MADDISON_IPO,,,,
BOL,1835,,,1237,MADDISON_IPO,,,,
HUN,1835,,,4653.5,MADDISON_IPO,,,,
DOM,1835,,,117.5,MADDISON_IPO,,,,
HND,1835,,,242.5,MADDISON_IPO,,,,
FRA,1835,478000448,FRA TOUTAIN,34000,MADDISON,GGDC,GGDC,36.51091766,41.69009781
PRK,1835,,,4394.799805,MADDISON_IPO,,,,
IRQ,1835,,,1239.099976,MADDISON_IPO,,,,
NZL,1835,,,85,MADDISON_IPO,,,,
ARG,1835,,,817,MADDISON_IPO,,,,
SAU,1835,,,2165.100098,MADDISON_IPO,,,,
ECU,1835,,,658,MADDISON_IPO,,,,
TUN,1835,,,965.2999878,MADDISON_IPO,,,,
SYR,1835,,,1410.5,MADDISON_IPO,,,,
PRY,1835,,,246.5,MADDISON_IPO,,,,
LKA,1835,,,1715,MADDISON_IPO,,,,
ROM,1835,,,7194.5,MADDISON_IPO,,,,
PRT,1835,36868384,PRT PALMA,3595,MADDISON,,,,
IRN,1835,,,7116.5,MADDISON_IPO,,,,
THA,1835,,,4947.5,MADDISON_IPO,,,,
JOR,1835,,,231.6999969,MADDISON_IPO,,,,
CHL,1835,11624587,CHL DIAZ,1071.255981,MADDISON,,,,
URY,1835,,,93.5,MADDISON_IPO,,,,
GRC,1835,2668012.5,GRC KOSTELENOS,2653,MADDISON,GRC KOSTELENOS,GRC KOSTELENOS,84.81621552,0
LBY,1835,,,586.8428955,MADDISON_IPO,,,,
POL,1835,,,11713,MADDISON_IPO,,,,
ZAF,1835,,,1849.099976,MADDISON_IPO,,,,
OTTO,1835,,,10589.7002,MADDISON_IPO,,,,
FIN,1835,,,1391,MADDISON,,,,
VNM,1835,,,7744.100098,MADDISON_IPO,,,,
NOR,1835,8737864,NOR HIST STAT,1188,MADDISON,,,,
JPN,1835,,,31496.03125,MADDISON,,,,
SWE,1835,21886142,SWE EDVINSSON,3004,MADDISON,GGDC,GGDC,41.13686752,17.2132988
PRY,1836,,,253.3999939,MADDISON_IPO,,,,
AFG,1836,,,3576.639893,MADDISON_IPO,,,,
MYS,1836,,,416.6000061,MADDISON_IPO,,,,
NZL,1836,,,82,MADDISON_IPO,,,,
BOL,1836,,,1246.133301,MADDISON_IPO,,,,
IDN,1836,,,20464.13281,MADDISON,,,,
IRL,1836,,,8146,MADDISON,,,,
COL,1836,7801318,COL MEJIA,1664.133301,MADDISON_IPO,,,,
TUN,1836,,,971.3200073,MADDISON_IPO,,,,
USSR,1836,,,64890.33203,MADDISON_IPO,,,,
CHE,1836,,,2171,MADDISON,,,,
HKG,1836,,,26.93333244,MADDISON_IPO,,,,
BEL,1836,68204648,GGDC,3945,MADDISON,GGDC,GGDC,19.33756828,36.64246368
JAM,1836,,,399.9333191,MADDISON_IPO,,,,
GBRIND,1836,,,222890.5469,MADDISON,,,,
AUS,1836,5300000,MITC,367,MADDISON,,,,
HND,1836,,,249.6666718,MADDISON_IPO,,,,
MMR,1836,,,3733.199951,MADDISON_IPO,,,,
SWE,1836,22937012,SWE EDVINSSON,3042,MADDISON,GGDC,GGDC,39.73376083,19.86688042
MDG,1836,,,2044.530762,MADDISON_IPO,,,,
NPL,1836,,,4132.200195,MADDISON_IPO,,,,
LBN,1836,,,378.0799866,MADDISON_IPO,,,,
IRN,1836,,,7153.600098,MADDISON_IPO,,,,
GBR,1836,481099040,GBR BROADBERRY,25715,MADDISON,GBR BROADBERRY,GBR BROADBERRY,22.10000038,36.40000153
SOM,1836,,,1176.976196,MADDISON_IPO,,,,
DNK,1836,11560693,MITC,1315,MADDISON,,,,
ARG,1836,,,835.8666382,MADDISON_IPO,,,,
ESP,1836,153281232,ESP ALVAREZ,13571,MADDISON,,,,
CAN,1836,,,1485.800049,MADDISON_IPO,,,,
HTI,1836,,,837.666687,MADDISON_IPO,,,,
GRC,1836,2276267.75,GRC KOSTELENOS,2677,MADDISON,GRC KOSTELENOS,GRC KOSTELENOS,81.22657776,0
KOR,1836,,,9475,MADDISON_IPO,,,,
BRA,1836,,,5961.399902,MADDISON_IPO,,,,
LBY,1836,,,590.0990601,MADDISON_IPO,,,,
LKA,1836,,,1748.466675,MADDISON_IPO,,,,
JPN,1836,,,31529.38086,MADDISON,,,,
VEN,1836,,,1041.199951,MADDISON_IPO,,,,
ZOLL,1836,256672720,DEU FREMDLING,29702,MADDISON,,,,
POL,1836,,,11798.7998,MADDISON_IPO,,,,
MAR,1836,,,3036.840088,MADDISON_IPO,,,,
SLV,1836,,,310.9333191,MADDISON_IPO,,,,
CRI,1836,,,83.26667023,MADDISON_IPO,,,,
GTM,1836,,,731,MADDISON_IPO,,,,
FRA,1836,488865504,FRA TOUTAIN,34178,MADDISON,GGDC,GGDC,32.34689331,45.84169769
HUN,1836,,,4687.333496,MADDISON_IPO,,,,
PHL,1836,,,2941.866699,MADDISON_IPO,,,,
NOR,1836,9448036,NOR HIST STAT,1202,MADDISON,,,,
NLD,1836,44421876,GGDC,2762,MADDISON,GGDC,GGDC,21.44470596,29.87595558
PRT,1836,36138988,PRT PALMA,3617,MADDISON,,,,
BGR,1836,,,2353.93335,MADDISON_IPO,,,,
PRK,1836,,,4398.120117,MADDISON_IPO,,,,
MEX,1836,,,7160.333496,MADDISON_IPO,,,,
OMN,1836,,,333.6799927,MADDISON_IPO,,,,
OTTO,1836,,,10624.08008,MADDISON_IPO,,,,
MNG,1836,,,634.6799927,MADDISON_IPO,,,,
ZAF,1836,,,1869.040039,MADDISON_IPO,,,,
PRI,1836,,,379.7333374,MADDISON_IPO,,,,
MOZ,1836,,,2607.316162,MADDISON_IPO,,,,
IRQ,1836,,,1248.839966,MADDISON_IPO,,,,
KHM,1836,,,2170,MADDISON_IPO,,,,
DZA,1836,,,3036.840088,MADDISON_IPO,,,,
SDN,1836,,,5512.326172,MADDISON_IPO,,,,
LAO,1836,,,561.2000122,MADDISON_IPO,,,,
PER,1836,,,1681.800049,MADDISON_IPO,,,,
EGY,1836,,,5107.600098,MADDISON_IPO,,,,
FIN,1836,,,1399,MADDISON,,,,
NIC,1836,,,246.8000031,MADDISON_IPO,,,,
ROM,1836,,,7248.200195,MADDISON_IPO,,,,
PAN,1836,,,72,MADDISON_IPO,,,,
THA,1836,,,4966.333496,MADDISON_IPO,,,,
ECU,1836,,,668.5333252,MADDISON_IPO,,,,
DOM,1836,,,119.4000015,MADDISON_IPO,,,,
CHN,1836,,,410797.375,MADDISON,,,,
SGP,1836,,,43.86666489,MADDISON_IPO,,,,
TWN,1836,,,2106.666748,MADDISON_IPO,,,,
AUTHUN,1836,,,3614,MADDISON,,,,
VNM,1836,,,7823.640137,MADDISON_IPO,,,,
URY,1836,,,96.06666565,MADDISON_IPO,,,,
ALB,1836,,,470.6000061,MADDISON_IPO,,,,
TTO,1836,,,70.66666412,MADDISON_IPO,,,,
SAU,1836,,,2170.040039,MADDISON_IPO,,,,
CUB,1836,,,914.8666382,MADDISON_IPO,,,,
JOR,1836,,,232.6799927,MADDISON_IPO,,,,
ITA,1836,,,22358,MADDISON,,,,
CHL,1836,13258912,CHL DIAZ,1092.911987,MADDISON,,,,
USA,1836,307040416,USA MEASURING,15752.50098,MADDISON,,,,
ADEN,1836,,,2672.040039,MADDISON_IPO,,,,
SYR,1836,,,1415.400024,MADDISON_IPO,,,,
SDN,1837,,,5534.59668,MADDISON_IPO,,,,
MOZ,1837,,,2639.273193,MADDISON_IPO,,,,
PHL,1837,,,2989.733398,MADDISON_IPO,,,,
HTI,1837,,,844.833313,MADDISON_IPO,,,,
NOR,1837,9623016,NOR HIST STAT,1214,MADDISON,,,,
FIN,1837,,,1409,MADDISON,,,,
CHN,1837,,,411097.6875,MADDISON,,,,
IRQ,1837,,,1258.579956,MADDISON_IPO,,,,
IRN,1837,,,7190.700195,MADDISON_IPO,,,,
ZOLL,1837,251509328,DEU FREMDLING,30013,MADDISON,,,,
NPL,1837,,,4147.899902,MADDISON_IPO,,,,
LBY,1837,,,593.3552856,MADDISON_IPO,,,,
CRI,1837,,,84.53333282,MADDISON_IPO,,,,
SOM,1837,,,1188.037231,MADDISON_IPO,,,,
MEX,1837,,,7196.166504,MADDISON_IPO,,,,
BEL,1837,71462456,GGDC,3978,MADDISON,GGDC,GGDC,18.74259758,36.2477417
COL,1837,7971396,COL MEJIA,1692.766724,MADDISON_IPO,,,,
DZA,1837,,,3058.580078,MADDISON_IPO,,,,
PAN,1837,,,76.5,MADDISON_IPO,,,,
KOR,1837,,,9480,MADDISON_IPO,,,,
PRK,1837,,,4401.439941,MADDISON_IPO,,,,
HUN,1837,,,4721.166504,MADDISON_IPO,,,,
MDG,1837,,,2067.126465,MADDISON_IPO,,,,
CUB,1837,,,934.2333374,MADDISON_IPO,,,,
ESP,1837,158971264,ESP ALVAREZ,13662,MADDISON,,,,
HND,1837,,,256.8333435,MADDISON_IPO,,,,
FRA,1837,469106432,FRA TOUTAIN,34357,MADDISON,GGDC,GGDC,35.44777679,42.03009796
DOM,1837,,,121.3000031,MADDISON_IPO,,,,
SAU,1837,,,2174.97998,MADDISON_IPO,,,,
BOL,1837,,,1255.266724,MADDISON_IPO,,,,
ADEN,1837,,,2676.97998,MADDISON_IPO,,,,
HKG,1837,,,27.36666679,MADDISON_IPO,,,,
NIC,1837,,,250.6000061,MADDISON_IPO,,,,
CHL,1837,13722675,CHL DIAZ,1114.69397,MADDISON,,,,
POL,1837,,,11884.59961,MADDISON_IPO,,,,
THA,1837,,,4985.166504,MADDISON_IPO,,,,
IRL,1837,,,8196,MADDISON,,,,
CAN,1837,,,1538.599976,MADDISON_IPO,,,,
MAR,1837,,,3058.580078,MADDISON_IPO,,,,
USSR,1837,,,65523.16797,MADDISON_IPO,,,,
ARG,1837,,,854.7333374,MADDISON_IPO,,,,
LBN,1837,,,380.9599915,MADDISON_IPO,,,,
TTO,1837,,,71.33333588,MADDISON_IPO,,,,
MMR,1837,,,3747.399902,MADDISON_IPO,,,,
OMN,1837,,,334.6600037,MADDISON_IPO,,,,
KHM,1837,,,2175,MADDISON_IPO,,,,
ROM,1837,,,7301.899902,MADDISON_IPO,,,,
MNG,1837,,,635.6599731,MADDISON_IPO,,,,
BGR,1837,,,2364.366699,MADDISON_IPO,,,,
JAM,1837,,,399.8666687,MADDISON_IPO,,,,
GRC,1837,2495821.25,GRC KOSTELENOS,2702,MADDISON,GRC KOSTELENOS,GRC KOSTELENOS,82.5005722,0
AUTHUN,1837,,,3662,MADDISON,,,,
ECU,1837,,,679.0666504,MADDISON_IPO,,,,
BRA,1837,,,6052.299805,MADDISON_IPO,,,,
PRI,1837,,,387.9666748,MADDISON_IPO,,,,
